LocationID,OrganisationCode,LocationNameEN,VenueTypeEN,AddressEN,Latitude,Longitude,SSID,NumberOfHotspots,MoreInformationEN,MoreInformationLinkEN,InWifiMap
KTCC1F,swd,Social Welfare Department,Government Buildings & Offices,"Room 116, Kwun Tong Community Centre, 17 Tsui Ping Road, Kwun Tong, Kowloon",22.3129,114.2294,Wi-Fi.HK via SWD,3,,,False
KTNEC-subbase,chk,CARITAS ELDERLY CENTRE - KWUN TONG-subbase,Welfare Service Units,"Unit 35-39, Podium Floor, Tsui To House, Tsui Ping (North) Estate, Kwun Tong. KLN",22.315744,114.229808,WiFi.HK via Caritas HK,2,,,False
KTSWO,swd,Social Welfare Department,Government Buildings & Offices,"7/F, Kowloon East Government Offices, 12 Lei Yue Mun Road, Kwun Tong, Kowloon",22.3095,114.2298,Wi-Fi.HK via SWD,2,,,False
KWC,hkuspace,HKUSPACE - Kowloon West Campus,University & Tertiary Institutes,"5, 12/F, 888 Lai Chi Kok Road, Cheung Sha Wan, Kowloon",22.3355,114.1459,Wi-Fi.HK via HKUSPACE,34,,,False
KWCEIFSC2F,swd,Social Welfare Department,Government Buildings & Offices,"2/F, Shek Lei Shopping Centre Phase 1, Shek Lei Estate, Kwai Chung, N.T.",22.365,114.1381,Wi-Fi.HK via SWD,3,,,False
KWCWIFSC7F,swd,Social Welfare Department,Government Buildings & Offices,"Kwai Chung (West) Integrated Family Service Centre (Sub-Office), 7/F, Kwai Hing Government Offices, 166-174 Hing Fong Road, Kwai Chung, N.T.",22.363,114.1317,Wi-Fi.HK via SWD,5,,,False
KWTS001,hkgwfs,Morse Park No. 3,Entertainment & Leisure,"G/F, 40 Fung Mo Street, Wong Tai Sin, Kowloon",22.339067,114.190558,Wi-Fi.HK,10,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-WongTaiSin-1-MorseParkNo.3.pdf,False
KWTS008,hkgwfs,Chuk Yuen Sports Centre,"Sports, Cultural & Recreational Venues","2/F, Chuk Yuen North Estate, Chuk Yuen Road, Wong Tai Sin, Kowloon",22.345528,114.193503,Wi-Fi.HK,7,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-WongTaiSin-8-ChukYuenSportsCentre.pdf,False
KWTS011,hkgwfs,Po Kong Village Road Park,Entertainment & Leisure,"140 Po Kong Village Road, Diamond Hill, Wong Tai Sin, Kowloon",22.343782,114.203539,Wi-Fi.HK,9,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-WongTaiSin-11-PoKongVillageRoadPark.pdf,False
KWTS012,hkgwfs,Hammer Hill Road Sports Ground,"Sports, Cultural & Recreational Venues","158 Hammer Hill Road, Diamond Hill, Kowloon",22.338432,114.207367,Wi-Fi.HK,3,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-WongTaiSin-12-HammerHillRoadSportsGround.pdf,False
KYTM004,hkgwfs,Tai Kok Tsui Sports Centre,"Sports, Cultural & Recreational Venues","5-7/F, Tai Kok Tsui Municipal Services Building, 63 Fuk Tsun Street, Tai Kok Tsui, Kowloon",22.321885,114.162782,Wi-Fi.HK,4,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-YTM-4-TaiKokTsuiSportsCentre.pdf,False
KYTM005,hkgwfs,Fa Yuen Street Sports Centre,"Sports, Cultural & Recreational Venues","7/F, 10-13/F, Fa Yuen Street Municipal Services Building, 123A Fa Yuen Street, Mong Kok, Kowloon",22.320784,114.170692,Wi-Fi.HK,8,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-YTM-5-FaYuenStreetSportsCentre.pdf,False
KYTM007,hkgwfs,King's Park Hockey Ground,"Sports, Cultural & Recreational Venues","6 Wylie Road, Kowloon",22.307003,114.177385,Wi-Fi.HK,4,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-YTM-7-King'sParkHockeyGround.pdf,False
KYTM009,hkgwfs,MacPherson Playground,Entertainment & Leisure,"No. 59, Sai Yee Street, Mong Kok, Kowloon",22.318404,114.172264,Wi-Fi.HK,3,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-YTM-9-MacPhersonPlayground.pdf,False
KYTM010,hkgwfs,Lok Kwan Street Park,Entertainment & Leisure,"Lok Kwan Street, Mong Kok, Kowloon",22.323639,114.160382,Wi-Fi.HK,4,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-YTM-5-LokKwanStreetPark.pdf,False
KYTM012,hkgwfs,"King George V Memorial Park, Kowloon",Entertainment & Leisure,"Junction of Canton Road / Jordan Road, Kowloon",22.305185,114.16782,Wi-Fi.HK,4,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-YTM-12-KowloonKingGeorgePark.pdf,False
KYTM01M,hkgwfs,Cherry Street Park,Entertainment & Leisure,"1 Cherry St, Mong Kok, Kowloon",22.315664,114.166021,Wi-Fi.HK,5,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-YTM01M-CherryStreetPark.pdf,False
lan01,lan,Landmark North,Stores/Shopping Malls,"39, Lung Sum Avenue, Sheung Shui",22.502652,114.127863,Wi-Fi.HK via Landmark North,14,,,False
LCKFU1F,swd,Social Welfare Department,Government Buildings & Offices,"1/F, Cheung Sha Wan Community Centre, 55 Fat Tseung Street, Cheung Sha Wan, Kowloon",22.3401,114.1585,Wi-Fi.HK via SWD,2,,,False
LCSD0154,PCCW,Chung Hom Kok Beach Children's Playground,Entertainment & Leisure,"Chung Hom Kok Road, Chung Hom Kok",22.21694,114.20273,Wi-Fi.HK via CSL,2,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Chung Hom Kok Beach Children's Playground_Hotspot_Diagram.pdf,False
LCSD0377,PCCW,Lok Fung Path Rest Garden,Entertainment & Leisure,"Lok Fung Path, Fo Tan",22.40141,114.19623,Wi-Fi.HK via CSL,1,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Lok Fung Path Rest Garden_Hotspot_Diagram.pdf,False
LCSD0924,PCCW,Hong Kong Museum of Art,"Sports, Cultural & Recreational Venues","10 Salisbury Road, Tsim Sha Tsui, Kowloon",22.29381,114.17221,Wi-Fi.HK via CSL,45,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Museum of Art_Hotspot_Diagram.pdf,False
LCSD0925,PCCW,Hong Kong Railway Museum,"Sports, Cultural & Recreational Venues","13 Shung Tak Street, Tai Po Market, Tai Po, Hong Kong",22.44811,114.164,Wi-Fi.HK via CSL,1,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Hong Kong Railway Museum_Hotspot_Diagram.pdf,False
LCSD1014,cmhk,Central Pier Waterfront,Transportation/Boundary & Related Facilities,"Man Kwong Street, Central",22.286812,114.160472,Wi-Fi.HK via CMHK,4,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Central Pier Waterfront_Hotspot_Diagram.pdf,False
LCSD1020,cmhk,Tsim Sha Tsui Promenade - including Avenue of Stars and extension near Hung Hom,"Sports, Cultural & Recreational Venues","30 Salisbury Road, Tsim Sha Tsui",22.297212,114.178299,Wi-Fi.HK via CMHK,21,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Cultural Centre Piazza cum Tsim Sha Tsui Promenade_Hotspot_Diagram.pdf,False
LCSD1650,PCCW,San Uk Ka Sitting-out Area,Entertainment & Leisure,"Sam Uk Ka Tsuen, Wun Yiu Road, Tai Po",22.43232,114.1638,Wi-Fi.HK via CSL,1,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/San Uk Ka Sitting-out Area_Hotspot_Diagram.pdf,False
LCSD1724,PCCW,Ko Shan Theatre,"Sports, Cultural & Recreational Venues","77 Ko Shan Road, Hung Hom, Kowloon",22.31362,114.18566,Wi-Fi.HK via CSL,9,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Ko Shan Theatre_Hotspot_Diagram.pdf,False
LCSD2017,smt,Hoi Fai Road Promenade,Entertainment & Leisure,"Hoi Fai Road, Tai Kok Tsui",22.31693,114.15849,Wi-Fi.HK via SmarTone,3,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Hoi Fai Road Promenade_Hospot_Diagram.pdf,False
LCYM,HHCKLA,Buddhist Li Chong Yuet Ming Nursing Home for the Elderly,Welfare Service Units,"5 Po Ping Road, Sheung Shui, New Territories",22.498127,114.125602,Wi-Fi.HK via HHCKLA,18,,,False
LKFA-002,lkfa,Bistecca,Food & Beverage,"2/F, Grand Progress Building, 15 Lan Kwai Fong, Central",22.280517,114.155414,Bistecca Guest,1,Visit Website,http://www.diningconcepts.com/restaurants/Bistecca,False
LKFA-003,lkfa,Braza Churrascaria Brazilian Steakhouse,Food & Beverage,"3/F, Grand Progress Building, 15-16 Lan Kwai Fong, Central",22.280496,114.155453,Braza Guest,1,Visit Website,http://www.diningconcepts.com/restaurants/Braza-Churrascaria,False
LKFA-005,lkfa,Jashan Celebrating Indian Cuisine,Food & Beverage,"1/F, Amber Lodge, 23 Hollywood Road, SOHO, Central",22.282141,114.153992,Jashan,1,Visit Website,https://www.jashan.com.hk/,False
LKH,chk,CARITAS LAI KOK HOME,Welfare Service Units,"Rm. 201-227, Lai Lo House, Lai Kok Estate, Cheung Sha Wan, Kowloon",22.331809,114.15696,Wi-Fi.HK via Caritas HK,4,,,False
LKNEC2,chk,CARITAS ELDERLY CENTRE - LAI KOK(2),Welfare Service Units,"313-315, Lai Lan House, Lai Kok Estate, Cheung Sha Wan, Kowloon",22.3328992,114.157108,WiFi.HK via Caritas HK,2,,,False
LKS,chk,CARITAS LI KA SHING CARE & ATTENTION HOME,Welfare Service Units,"16 Wah Fat Street, Tuen Mun, New Territories",22.3852755,113.982544,Wi-Fi.HK via Caritas HK,10,,,False
LMSNEC2,chk,CARITAS ELDERLY CENTRE - LEI MUK SHUE (Sub-base),Welfare Service Units,"Units 203B-205, Block 1, Lei Muk Shue Estate, Tsuen Wan, New Territories",22.3777399,114.134472,WiFi.HK via Caritas HK,2,,,False
LRHUB2F206,swd,Social Welfare Department,Government Buildings & Offices,"Unit 206, 2/F, the HUB, 23 Yip Kan Street, Wong Chuk Hang, Hong Kong",22.24912,114.16442,Wi-Fi.HK via SWD,1,,,False
LTFUGFC,swd,Social Welfare Department,Government Buildings & Offices,"Wings C, G/F., Ping Mei House., Ping Tin Estate, Lam Tin, Kowloon",22.3078,114.2361,Wi-Fi.HK via SWD,2,,,False
LTHH,NLPRA,New Life Psychiatric Rehabilitation Association - Lei Tung Halfway House,Welfare Service Units,"Units 111-114 & 209-216, Tung Yat House, Lei Tung Estate, Ap Lei Chau, Hong Kong",22.240587,114.157888,Wi-Fi.HK via New Life,4,,,False
LTIFSC2F,swd,Social Welfare Department,Government Buildings & Offices,"Shops 211B & 213, 2/F, Kwong Tin Shopping Centre, Kwong Tin Estate, Lam Tin, Kowloon",22.3029,114.2394,Wi-Fi.HK via SWD,2,,,False
LU-022,lnu,Lingnan University Visitors and Staff Quarters,University & Tertiary Institutes,"8 Castle Peak Road-Lingnan, Tuen Mun, New Territories",22.408164,113.983312,Wi-Fi.HK via Lingnan University,5,,,False
LU-024,lnu,Lingnan University Muliti-purpose Outdoor Sports Ground,University & Tertiary Institutes,"8 Castle Peak Road-Lingnan, Tuen Mun, New Territories",22.411916,113.98121,Wi-Fi.HK via Lingnan University,4,,,False
MC,ouhk,Hong Kong Metropolitan University Main Campus,University & Tertiary Institutes,"30 Good Shepherd Street, Ho Man Tin, Kowloon",22.316144,114.180341,Wi-Fi.HK via HKMU,257,,,False
MCC,ouhk,Hong Kong Metropolitan University CITA Campus,University & Tertiary Institutes,"0/F – 5/F, HKMU-CITA Campus (CITA Building), 201-203 Lai King Hill Road, Kwai Chung, NT.",22.346843,114.126863,Wi-Fi.HK via HKMU,25,,,False
MCP Central,henderson,MCP Central,Stores/Shopping Malls,"8 Yan King Road, Tseung Kwan O",22.32286,114.258414,Wi-Fi.HK via MCP Central,34,,,False
MFC,hkia,"Midfield Concourse, Hong Kong International Airport",Transportation/Boundary & Related Facilities,"Midfield Concourse, Hong Kong International Airport, Lantau, Hong Kong",22.30987,113.917779,Wi-Fi.HK via HKAirport,120,,,False
Mikanya-001,Mikanya,Mikanya,Stores/Shopping Malls,"Shop B11, G/F, Smiling Plaza, 155-181 Castle Peak Road, Cheung Sha Wan, Kowloon",22.335107,114.160207,Wi-Fi.HK via Mikanya,1,,,False
mikiki-001,mikiki,mikiki,Stores/Shopping Malls,"No. 638, Prince Edward Road East, San Po Kong, Kowloon",22.333687,114.196775,Wi-Fi.HK via Mikiki,21,,,False
MKFU23F,swd,Social Welfare Department,Government Buildings & Offices,"23/F, One Mong Kok Road Commercial Centre, 1 Mong Kok Road, Mong Kok, Kowloon",22.32005,114.16615,Wi-Fi.HK via SWD,1,,,False
MKKFAKCC,mkkfal,The Mongkok Kai-Fong Association Ltd. Kowloon Chamber of Commerce for the Elderly,Welfare Service Units,"Room 399, Level 3, Moko, 193 Prince Edward Rd. West, Kln.",22.3232465,114.1722132,Wi-Fi.HK via MKKFAKCC,2,,,False
MOKO 001,moko,MOKO,Stores/Shopping Malls,"193 Prince Edward Road West, Mong Kok",22.3232651,114.1723553,Wi-Fi.HK via MOKO,66,,,False
MOSFUMF,swd,Social Welfare Department,Government Buildings & Offices,"Unit 1, M/F, Yu Chui Shopping Centre, 2 Ngau Pei Sha Street, Siu Lek Yuen, Sha Tin, N.T.",22.382,114.2052,Wi-Fi.HK via SWD,1,,,False
MOSSIFSC5F,swd,Social Welfare Department,Government Buildings & Offices,"5/F, Heng On Estate Community Centre, Heng On Estate, Ma On Shan, Sha Tin, N.T.",22.4172,114.2269,Wi-Fi.HK via SWD,2,,,False
MOSSSFU,swd,Social Welfare Department,Government Buildings & Offices,"5/F, Shek Mun Estate Social Service Building, 18 On Muk Street, Shek Mun, Sha Tin, N.T.",22.3854,114.2102,Wi-Fi.HK via SWD,1,,,False
MP-001,mp,Metroplaza,Stores/Shopping Malls,"223 Hing Fong Road, Kwai Fong",22.3579501,114.126719,@Metroplaza Wi-Fi,4,,,False
MSTI,vtc,Maritime Services Training Institute,University & Tertiary Institutes,"23 Castle Peak Road, Tai Lam Chung,Tuen Mun, N.T.",22.360257,114.018695,Wi-Fi.HK via VTC,30,,,False
MTR-002,mtr,Lam Tin Station,Transportation/Boundary & Related Facilities,"Lam Tin Station, Kowloon",22.306871,114.232731,MTR Free Wi-Fi,12,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/lat.pdf,False
MTR-003,mtr,Kwun Tong Station,Transportation/Boundary & Related Facilities,"Kwun Tong Station, Kowloon",22.312298,114.226255,MTR Free Wi-Fi,20,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/kwt.pdf,False
MTR-004,mtr,Ngau Tau Kok Station,Transportation/Boundary & Related Facilities,"Ngau Tau Kok Station, Kowloon",22.31557,114.21898,MTR Free Wi-Fi,8,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/ntk.pdf,False
MTR-005,mtr,Kowloon Bay Station,Transportation/Boundary & Related Facilities,"Kowloon Bay Station, Kowloon",22.323185,114.214122,MTR Free Wi-Fi,13,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/kob.pdf,False
MTR-006,mtr,Choi Hung Station,Transportation/Boundary & Related Facilities,"Choi Hung Station, Kowloon",22.334913,114.208989,MTR Free Wi-Fi,15,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/chh.pdf,False
MTR-007,mtr,Diamond Hill Station,Transportation/Boundary & Related Facilities,"Diamond Hill Station, Kowloon",22.340033,114.201721,MTR Free Wi-Fi,25,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/dih.pdf,False
MTR-008,mtr,Wong Tai Sin Station,Transportation/Boundary & Related Facilities,"Wong Tai Sin Station, Kowloon",22.341646,114.193324,MTR Free Wi-Fi,12,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/wts.pdf,False
MTR-009,mtr,Lok Fu Station,Transportation/Boundary & Related Facilities,"Lok Fu Station, Kowloon",22.338038,114.187034,MTR Free Wi-Fi,12,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/lof.pdf,False
MTR-010,mtr,Kowloon Tong Station,Transportation/Boundary & Related Facilities,"Kowloon Tong Station, Kowloon",22.337176,114.176107,MTR Free Wi-Fi,35,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/kot.pdf,False
MTR-011,mtr,Shek Kip Mei Station,Transportation/Boundary & Related Facilities,"Shek Kip Mei Station, Kowloon",22.33213,114.168819,MTR Free Wi-Fi,11,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/skm.pdf,False
MTR-012,mtr,Ho Man Tin Station,Transportation/Boundary & Related Facilities,"Ho Man Tin Station, Kowloon",22.30937,114.182753,MTR Free Wi-Fi,20,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/hom.pdf,False
MTR-013,mtr,Whampoa Station,Transportation/Boundary & Related Facilities,"Whampoa Station, Kowloon",22.305145,114.189584,MTR Free Wi-Fi,8,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/wha.pdf,False
MTR-014,mtr,Tsuen Wan Station,Transportation/Boundary & Related Facilities,"Tsuen Wan Station, New Territories",22.373691,114.117732,MTR Free Wi-Fi,17,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/tsw.pdf,False
MTR-015,mtr,Tai Wo Hau Station,Transportation/Boundary & Related Facilities,"Tai Wo Hau Station, New Territories",22.370791,114.125083,MTR Free Wi-Fi,6,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/twh.pdf,False
MTR-016,mtr,Kwai Hing Station,Transportation/Boundary & Related Facilities,"Kwai Hing Station, New Territories",22.363161,114.131223,MTR Free Wi-Fi,11,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/kwh.pdf,False
MTR-017,mtr,Kwai Fong Station,Transportation/Boundary & Related Facilities,"Kwai Fong Station, New Territories",22.356845,114.12783,MTR Free Wi-Fi,14,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/kwf.pdf,False
MTR-018,mtr,Lai King Station,Transportation/Boundary & Related Facilities,"Lai King Station, New Territories",22.34844,114.126203,MTR Free Wi-Fi,21,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/lak.pdf,False
MTR-019,mtr,Mei Foo Station,Transportation/Boundary & Related Facilities,"Mei Foo Station, Kowloon",22.337597,114.138004,MTR Free Wi-Fi,32,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/mef.pdf,False
MTR-020,mtr,Lai Chi Kok Station,Transportation/Boundary & Related Facilities,"Lai Chi Kok Station, Kowloon",22.336888,114.148349,MTR Free Wi-Fi,15,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/lck.pdf,False
MTR-021,mtr,Cheung Sha Wan Station,Transportation/Boundary & Related Facilities,"Cheung Sha Wan Station, Kowloon",22.335435,114.15627,MTR Free Wi-Fi,10,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/csw.pdf,False
MTR-022,mtr,Sham Shui Po Station,Transportation/Boundary & Related Facilities,"Sham Shui Po Station, Kowloon",22.330786,114.162285,MTR Free Wi-Fi,18,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/ssp.pdf,False
MTR-023,mtr,Prince Edward Station,Transportation/Boundary & Related Facilities,"Prince Edward Station, Kowloon",22.32465,114.168288,MTR Free Wi-Fi,33,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/pre.pdf,False
MTR-024,mtr,Mong Kok Station,Transportation/Boundary & Related Facilities,"Mong Kok Station, Kowloon",22.319286,114.169383,MTR Free Wi-Fi,39,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/mok.pdf,False
MTR-025,mtr,Yau Ma Tei Station,Transportation/Boundary & Related Facilities,"Yau Ma Tei Station, Kowloon",22.313379,114.170604,MTR Free Wi-Fi,30,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/ymt.pdf,False
MTR-026,mtr,Jordan Station,Transportation/Boundary & Related Facilities,"Jordan Station, Kowloon",22.304931,114.171707,MTR Free Wi-Fi,18,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/jor.pdf,False
MTR-027,mtr,Tsim Sha Tsui Station,Transportation/Boundary & Related Facilities,"Tsim Sha Tsui Station, Kowloon",22.297736,114.172204,MTR Free Wi-Fi,29,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/tst.pdf,False
MTR-028,mtr,Kennedy Town Station,Transportation/Boundary & Related Facilities,"Kennedy Town Station, Hong Kong",22.281259,114.128901,MTR Free Wi-Fi,15,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/ket.pdf,False
MTR-029,mtr,HKU Station,Transportation/Boundary & Related Facilities,"HKU Station, Hong Kong",22.283984,114.13504,MTR Free Wi-Fi,12,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/hku.pdf,False
MTR-030,mtr,Sai Ying Pun Station,Transportation/Boundary & Related Facilities,"Sai Ying Pun Station, Hong Kong",22.285547,114.142756,MTR Free Wi-Fi,12,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/syp.pdf,False
MTR-031,mtr,Sheung Wan Station,Transportation/Boundary & Related Facilities,"Sheung Wan Station, Hong Kong",22.28654,114.152183,MTR Free Wi-Fi,40,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/shw.pdf,False
MTR-033,mtr,Admiralty Station,Transportation/Boundary & Related Facilities,"Admiralty Station, Hong Kong",22.279426,114.164574,MTR Free Wi-Fi,41,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/adm.pdf,False
MTR-034,mtr,Wan Chai Station,Transportation/Boundary & Related Facilities,"Wan Chai Station, Hong Kong",22.277557,114.173169,MTR Free Wi-Fi,29,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/wac.pdf,False
MTR-035,mtr,Causeway Bay Station,Transportation/Boundary & Related Facilities,"Causeway Bay Station, Hong Kong",22.280387,114.185071,MTR Free Wi-Fi,41,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/cab.pdf,False
MTR-036,mtr,Tin Hau Station,Transportation/Boundary & Related Facilities,"Tin Hau Station, Hong Kong",22.282435,114.191754,MTR Free Wi-Fi,26,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/tih.pdf,False
MTR-037,mtr,Fortress Hill Station,Transportation/Boundary & Related Facilities,"Fortress Hill Station, Hong Kong",22.28834,114.193885,MTR Free Wi-Fi,15,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/foh.pdf,False
MTR-038,mtr,North Point Station,Transportation/Boundary & Related Facilities,"North Point Station, Hong Kong",22.29129,114.20052,MTR Free Wi-Fi,45,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/nop.pdf,False
MTR-039,mtr,Quarry Bay Station,Transportation/Boundary & Related Facilities,"Quarry Bay Station, Hong Kong",22.2879,114.209785,MTR Free Wi-Fi,36,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/qub.pdf,False
MTR-040,mtr,Tai Koo Station,Transportation/Boundary & Related Facilities,"Tai Koo Station, Hong Kong",22.28501,114.216147,MTR Free Wi-Fi,22,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/tak.pdf,False
MTR-041,mtr,Sai Wan Ho Station,Transportation/Boundary & Related Facilities,"Sai Wan Ho Station, Hong Kong",22.282095,114.222057,MTR Free Wi-Fi,25,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/swh.pdf,False
MTR-042,mtr,Shau Kei Wan Station,Transportation/Boundary & Related Facilities,"Shau Kei Wan Station, Hong Kong",22.27924,114.22886,MTR Free Wi-Fi,19,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/skw.pdf,False
MTR-043,mtr,Heng Fa Chuen Station,Transportation/Boundary & Related Facilities,"Heng Fa Chuen Station, Hong Kong",22.276825,114.239937,MTR Free Wi-Fi,13,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/hfc.pdf,False
MTR-044,mtr,Chai Wan Station,Transportation/Boundary & Related Facilities,"Chai Wan Station,  Hong Kong",22.264644,114.237142,MTR Free Wi-Fi,20,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/chw.pdf,False
MTR-045,mtr,Ocean Park Station,Transportation/Boundary & Related Facilities,"Ocean Park Station, Hong Kong",22.248758,114.174519,MTR Free Wi-Fi,5,Station Layout,https://www.mtr.com.hk/archive/ch/services/layouts/ocp.pdf,True
MTR-046,mtr,Wong Chuk Hang Station,Transportation/Boundary & Related Facilities,"Wong Chuk Hang Station, Hong Kong",22.247987,114.168032,MTR Free Wi-Fi,6,Station Layout,https://www.mtr.com.hk/archive/ch/services/layouts/wch.pdf,True
MTR-047,mtr,Lei Tung Station,Transportation/Boundary & Related Facilities,"Lei Tung Station, Hong Kong",22.242448,114.155948,MTR Free Wi-Fi,6,Station Layout,https://www.mtr.com.hk/archive/ch/services/layouts/let.pdf,True
MTR-048,mtr,South Horizons Station,Transportation/Boundary & Related Facilities,"South Horizons Station, Hong Kong",22.242871,114.14877,MTR Free Wi-Fi,7,Station Layout,https://www.mtr.com.hk/archive/ch/services/layouts/soh.pdf,True
MTR-049,mtr,LOHAS Park Station,Transportation/Boundary & Related Facilities,"LOHAS Park Station, New Territories",22.296329,114.269634,MTR Free Wi-Fi,10,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/lhp.pdf,False
MTR-050,mtr,Po Lam Station,Transportation/Boundary & Related Facilities,"Po Lam Station, New Territories",22.322525,114.257833,MTR Free Wi-Fi,6,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/poa.pdf,False
MTR-051,mtr,Hang Hau Station,Transportation/Boundary & Related Facilities,"Hang Hau Station, New Territories",22.315613,114.264425,MTR Free Wi-Fi,13,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/hah.pdf,False
MTR-052,mtr,Tseung Kwan O Station,Transportation/Boundary & Related Facilities,"Tseung Kwan O Station, New Territories",22.30742,114.259858,MTR Free Wi-Fi,14,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/tko.pdf,False
MTR-053,mtr,Tiu Keng Leng Station,Transportation/Boundary & Related Facilities,"Tiu Keng Leng Station, New Territories",22.304268,114.252713,MTR Free Wi-Fi,19,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/tik.pdf,False
MTR-054,mtr,Yau Tong Station,Transportation/Boundary & Related Facilities,"Yau Tong Station, Kowloon",22.297945,114.237004,MTR Free Wi-Fi,19,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/yat.pdf,False
MTR-055,mtr,Hong Kong Station,Transportation/Boundary & Related Facilities,"Hong Kong Station, Hong Kong",22.284391,114.158079,MTR Free Wi-Fi,32,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/hok.pdf,False
MTR-056,mtr,Kowloon Station,Transportation/Boundary & Related Facilities,"Kowloon Station, Kowloon",22.304315,114.161475,MTR Free Wi-Fi,31,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/kow.pdf,False
MTR-057,mtr,Olympic Station,Transportation/Boundary & Related Facilities,"Olympic Station, Kowloon",22.317847,114.160175,MTR Free Wi-Fi,13,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/oly.pdf,False
MTR-058,mtr,Nam Cheong Station,Transportation/Boundary & Related Facilities,"Nam Cheong Station, Kowloon",22.326795,114.15368,MTR Free Wi-Fi,29,Station Layout,https://www.mtr.com.hk/archive/en/services/layouts/nac.pdf,False
